representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
spring boot 3.2,6,spring boot 3.4,7,22,"['spring boot 3.4', 'spring boot 3.2', 'spring boot 3.3', 'spring framework 6.1', 'spring framework 6.2']"
flyway,12,flyway,12,12,['flyway']
container,23,container,23,33,"['container', 'containers', 'container management']"
jar,12,jar,12,19,"['jar', 'executable jar', 'uber jar']"
cds,10,cds,10,12,"['cds', 'cd']"
uri,24,uri,24,37,"['uri', 'uri encoding', 'uri handling', 'uri parsing', 'uri resolution', 'uri validation', 'uri template']"
kibana,8,kibana,8,8,['kibana']
replication,18,replication,18,18,['replication']
expression,22,expression,22,30,"['expression', 'expression evaluation']"
importer,11,importer,11,14,"['importer', 'exporter']"
lfs,17,lfs,17,17,['lfs']
upload,21,upload,21,25,"['upload', 'multipart upload', 'upload issue']"
precompilation,23,precompilation,23,23,['precompilation']
php fpm,16,php fpm,16,27,"['php fpm', 'fpm']"
soap,22,soap,22,22,['soap']
statistics,50,statistics,50,50,['statistics']
dumpling,7,dumpling,7,7,['dumpling']
txn,6,txn,6,6,['txn']
development mode,4,visual mode,14,96,"['visual mode', 'inference mode', 'normal mode', 'insert mode', 'language mode', 'focus mode', 'eager mode', 'watch mode', 'index mode', 'verbose mode', 'batch mode', 'less mode', 'development mode', 'headless mode', 'draft mode', 'build mode', 'evaluation mode', 'whole cache mode', 'debug mode', 'graph mode', 'production mode', 'device mode']"
remote,9,remote development,15,42,"['remote', 'remote development', 'remote debugging', 'remote access', 'remote restart', 'remote desktop']"
dialog,8,dialog,8,8,['dialog']
paste,21,paste,21,38,"['paste', 'copy paste', 'paste issue']"
extension host,7,extension host,7,12,"['extension host', 'host directive']"
electron,16,electron,16,16,['electron']
profiles,9,profiles,9,9,['profiles']
window,6,window management,24,42,"['window management', 'window', 'window behavior', 'window layout', 'floating window', 'multiple window support', 'window functions']"
package registry,2,registry,25,27,"['registry', 'package registry']"
state,4,state management,21,36,"['state management', 'state', 'derived state', 'state dictionary', 'default state', 'optimizer state']"
wsl,15,wsl,15,15,['wsl']
events,11,events,11,11,['events']
indentation,24,indentation,24,26,"['indentation', 'indent']"
dynamic imports,8,dynamic imports,8,16,"['dynamic imports', 'dynamic import']"
hmr,9,hmr,9,9,['hmr']
pytorch benchmarks,2,benchmark,28,44,"['benchmark', 'pytorch benchmarks', 'benchmarks', 'benchmarking', 'pytorch benchmark']"
deadlock,39,deadlock,39,39,['deadlock']
cmd,33,cmd,33,37,"['cmd', 'cmd compile']"
sys,7,sys,7,9,"['sys', 'sys unix']"
playground,8,playground,8,8,['playground']
tutorial,18,tutorial,18,18,['tutorial']
stack,5,stack overflow,23,30,"['stack', 'stack overflow', 'stack editor']"
locking,19,locking,19,21,"['locking', 'universal locking']"
env,10,env,10,20,"['env', 'env var', 'python env', 'env file', 'env variable']"
ipv6,14,ipv6,14,17,"['ipv6', 'ipv4']"
fuzz,7,fuzz testing,12,19,"['fuzz', 'fuzz testing']"
zip,12,zip,12,12,['zip']
loading,11,resource loading,12,32,"['module loading', 'resource loading', 'loading', 'package loading']"
decoder,8,decoder,8,8,['decoder']
autolinking,12,autolinking,12,15,"['autolinking', 'autolink']"
process,21,process management,25,50,"['process', 'process management', 'process execution', 'process improvement']"
opaque types,13,opaque types,13,13,['opaque types']
cfg,8,cfg,8,10,"['cfg', 'cfg attr']"
lang,9,lang item,29,58,"['lang', 'lang items', 'julia lang', 'lang team', 'lang item', 'lang server', 'lang attribute']"
future incompatibility,2,future,9,11,"['future', 'future incompatibility']"
configure,8,configure,8,8,['configure']
sort,11,sort,11,13,"['sort', 'sort order']"
debuginfo,11,debuginfo,11,11,['debuginfo']
form,12,forms,13,29,"['forms', 'form', 'form validation']"
directive,19,directive,19,26,"['directive', 'directives']"
defer,15,defer,15,17,"['defer', 'defer block']"
backpropagation,18,backpropagation,18,18,['backpropagation']
flex attention,6,flex attention,6,6,['flex attention']
ir,7,ir,7,14,"['ir', 'pytorch ir', 'llvm ir']"
sympy,6,sympy,6,6,['sympy']
priority medium,5,priority medium,5,8,"['priority medium', 'priority: medium']"
fft,14,fft,14,14,['fft']
sparse,10,sparse,10,14,"['sparse', 'sparse matrix']"
collective,5,collective,5,7,"['collective', 'collective operations']"
floating point exception,2,floating point,39,43,"['floating point', 'floating point exception', 'floating point issue']"
vmap,14,vmap,14,14,['vmap']
utils,10,utils,10,10,['utils']
transitions,6,transition,13,19,"['transitions', 'transition']"
sass,19,sass,19,19,['sass']
table,12,table,12,31,"['table', 'import table', 'system table', 'table management', 'tables', 'system tables', 'temporary table']"
transform,15,transform,15,17,"['transform', 'transforms']"
exif,15,exif,15,15,['exif']
headless,6,headless,6,6,['headless']
resource management,30,resource management,30,53,"['resource handling', 'resource resolution', 'resource control', 'resource', 'resource management']"
oracle,15,oracle,15,15,['oracle']
port,2,forward port,273,282,"['forward port', 'message port', 'ports', 'port', 'port conflict']"
jdk,13,jdk,13,15,"['jdk', 'oracle jdk']"
gson,11,gson,11,11,['gson']
condition,19,condition,19,21,"['condition', 'condition evaluation']"
jersey,17,jersey,17,17,['jersey']
native,9,native,9,14,"['native', 'spring native']"
mock,6,mock,6,9,"['mock', 'mock server']"
pull request,14,pull request,14,25,"['pull request', 'pull requests']"
oauth2,9,oauth,11,20,"['oauth2', 'oauth']"
homebrew,18,homebrew,18,18,['homebrew']
converter,9,converter,9,9,['converter']
ansi,12,ansi,12,21,"['ansi', 'ansi element', 'ansi escape sequences', 'ansi color']"
observation,11,observation,11,11,['observation']
streaming,20,streaming,20,20,['streaming']
multipart,16,multipart,16,16,['multipart']
terminal emulator,3,emulator,13,21,"['emulator', 'terminal emulation', 'terminal emulator']"
pkg config,2,pkg,7,11,"['pkg', 'pkg config', 'pkg mode']"
curl,13,curl,13,13,['curl']
pd,9,pd,9,11,"['pd', 'pd api']"
join,21,join,21,28,"['join', 'lookup join', 'index join']"
panel,9,panel,9,13,"['panel', 'listing panel', 'expansion panel']"
zsh,12,zsh,12,21,"['zsh', 'readline']"
visual,10,visual,10,20,"['visual', 'visual regression', 'visual issue', 'visual appearance']"
folding,12,folding,12,14,"['folding', 'constant folding']"
find,7,find,7,9,"['find', 'find links']"
treeview,16,treeview,16,21,"['treeview', 'component: treeview', 'combobox']"
locale,29,locale,29,33,"['locale', 'locale issue']"
snippets,7,snippets,7,14,"['snippets', 'snippet']"
detection,6,detection,6,11,"['detection', 'feature detection', 'anomaly detection']"
smoke test,12,smoke test,12,19,"['smoke test', 'test flake']"
freezing,7,freezing,7,7,['freezing']
breakpoint,13,breakpoint,13,17,"['breakpoint', 'breakpoints']"
insiders,16,insiders,16,21,"['insiders', 'vscode insiders']"
font,14,font,14,21,"['font', 'font awesome', 'fonts', 'font size']"
question,9,question,9,11,"['question', 'type: question']"
rename,14,rename,14,22,"['rename', 'renaming']"
editing,55,editing,55,55,['editing']
speech recognition,3,speech,10,15,"['speech', 'speech input', 'speech recognition']"
execution,20,execution,20,22,"['execution', 'functional execution']"
pagination,17,pagination,17,17,['pagination']
stacktrace,6,backtrace,8,14,"['stacktrace', 'backtrace']"
darwin,9,darwin,9,9,['darwin']
plan9,8,plan9,8,8,['plan9']
indexer,4,indexer,4,4,['indexer']
fips,16,fips,16,16,['fips']
timer,9,timers,17,26,"['timer', 'timers']"
alignment,45,alignment,45,45,['alignment']
privacy,11,privacy,11,11,['privacy']
assembly,47,assembly,47,51,"['assembly', 'assembly language', 'assembly disassembly']"
lock,10,lock file,15,37,"['lock', 'lock file', 'lock management', 'deno lock', 'lock files', 'lock mechanism', 'lock resolution']"
mmap,5,mmap,5,5,['mmap']
copyright,13,copyright,13,13,['copyright']
pe format,9,pe format,9,19,"['pe file', 'pe', 'pe format']"
static,2,static analysis,21,39,"['static analysis', 'static linking', 'static', 'static initialization', 'static variable', 'static resources', 'static method']"
pgo,9,pgo,9,9,['pgo']
slog,9,slog,9,9,['slog']
timezone,19,timezone,19,19,['timezone']
vulnerability,24,vulnerability,24,24,['vulnerability']
embedding,9,embedding,9,9,['embedding']
inspector,7,inspector,7,7,['inspector']
buffer,11,buffer management,18,47,"['buffer', 'buffer management', 'buffer overflow', 'buffers', 'buffer mutation']"
utf8,14,utf8,14,16,"['utf8', 'utf8 error']"
nodejs,74,nodejs,74,95,"['nodejs compatibility', 'node.js', 'nodejs', 'domain: nodejs', 'nodejs core']"
stability,36,stability,36,46,"['stability', 'numerical stability']"
connection,20,connection,20,27,"['connection', 'connection management']"
ty,5,ty,5,5,['ty']
proc open,3,proc macro,13,16,"['proc macro', 'proc open']"
compiler rt,5,compiler rt,5,5,['compiler rt']
impl trait,11,trait impl,21,51,"['impl trait', 'trait impl', 'trait impl conflict', 'type alias impl trait', 'const trait impl', 'impl blocks', 'read impl', 'impl']"
fn delegation,9,const fn,13,31,"['const fn', 'fn delegation', 'async fn', 'fn pointer', 'f fn delegation', 'async fn traits']"
transmute,11,transmute,11,11,['transmute']
intrinsics,8,intrinsics,8,8,['intrinsics']
static items,5,static items,5,7,"['static items', 'private items']"
wasi,8,wasi,8,8,['wasi']
hir,5,hir,5,5,['hir']
vector search,3,vector,6,13,"['vector', 'search vectors', 'vector search', 'vectors']"
glibc,4,libc,11,33,"['libc', 'libxml2', 'libxml', 'glibc', 'glibc compatibility']"
collections,10,collections,10,10,['collections']
posix,12,posix,12,14,"['posix', 'pthread']"
custom function,4,custom elements,16,35,"['custom elements', 'custom element', 'custom operations', 'custom function', 'custom autograd function', 'custom device', 'custom operator']"
firefox,4,firefox,4,4,['firefox']
linear,7,linear algebra,15,24,"['linear', 'linear algebra', 'progress linear']"
norm,8,norm,8,17,"['norm', 'spectral norm', 'layer norm', 'batch norm']"
pipelining,8,pipelining,8,8,['pipelining']
torch dynamo,23,torch dynamo,23,25,"['torch dynamo', 'torch. dynamo']"
hip,7,hip,7,7,['hip']
verification,31,verification,31,31,['verification']
gradient,10,gradient,10,20,"['gradient', 'gradient computation', 'gradient checkpointing', 'gradient comparison']"
eager execution,3,eager,6,9,"['eager', 'eager execution']"
unittest,13,unittest,13,16,"['unittest', 'unittest failure']"
optimizers,6,optimizers,6,6,['optimizers']
distributions,6,distributions,6,6,['distributions']
third party,102,third party,102,227,"['third party', 'third party scripts', 'third party library', 'third party issue', 'third party dependency', 'third party support', 'third party libraries', 'third party integration']"
meta,7,meta,7,20,"['meta', 'meta registration', 'meta tensors', 'meta tensor', 'meta programming', 'meta data']"
placement,7,placement,7,7,['placement']
slot,5,slots,12,17,"['slot', 'slots']"
qt,9,qt,9,11,"['qt', 'qt client']"
wallet,18,wallet,18,18,['wallet']
taxonomy,12,taxonomy,12,12,['taxonomy']
jakarta ee,14,java ee,26,40,"['jakarta ee', 'java ee']"
property,9,property resolution,12,25,"['property resolution', 'property placeholder', 'property']"
javadoc,72,javadoc,72,72,['javadoc']
multi threading,10,multi cluster,18,48,"['multi release', 'multi cluster', 'multi window', 'multi monitor', 'multi stream', 'multi line', 'multi threading', 'multi select']"
constructor,6,constructor,6,10,"['constructor', 'constructor injection']"
observability,27,observability,27,27,['observability']
prometheus,17,prometheus,17,17,['prometheus']
otel,12,otel,12,12,['otel']
activemq,17,rabbitmq,36,53,"['activemq', 'rabbitmq']"
spring webclient,2,spring authorization server,31,36,"['spring authorization server', 'spring websocket', 'spring webclient']"
transaction management,17,transaction,42,59,"['transaction management', 'transaction']"
spring ws,13,spring ws,13,13,['spring ws']
endpoint,11,endpoint,11,16,"['endpoint', 'endpoints']"
mustache,4,mustache,4,4,['mustache']
s3,14,s3,14,21,"['s3', 's3 repository']"
spatial,7,spatial,7,7,['spatial']
tmux,11,tmux,11,14,"['tmux', 'fzf tmux']"
sway,17,sway,17,19,"['sway', 'sway core']"
freemarker,9,freemarker,9,9,['freemarker']
qemu,12,qemu,12,12,['qemu']
overlay,14,overlay,14,14,['overlay']
ocr,15,ocr,15,15,['ocr']
rich text editor,9,rich text editor,9,12,"['rich text editor', 'rich text']"
issue,106,issue,106,687,"['download issue', 'compiler issue', 'extension issue', 'format issue', 'template issue', 'issue', 'display issue', 'translation issue', 'integration issue', 'rendering issue', 'analysis issue', 'issue tracking', 'issue comment', 'install issue', 'command issue', 'performance issue', 'installation issue', 'compilation issue', 'tracking issue', 'configuration issue', 'documentation issue', 'import issue', 'connection issue', 'compatibility issue', 'package issue', 'windows issue', 'network issue', 'toolchain issue', 'encoding issue', 'linking issue', 'type: issue', 'component issue', 'accuracy issue', 'migration issue', 'general issue', 'language issue', 'compiler issues', 'attribute issue', 'functional issue', 'database issue', 'permission issue', 'production issue', 'alignment issue', 'diagnostic issue', 'reference issue', 'issue type/bug', 'pytorch issue', 'styling issue', 'optimization issue', 'completion issue', 'disassembly issue', 'decompilation issue', 'reproducible issue', 'bundling issue', 'metadata issue', 'formatting issue', 'javascript issue', 'resolver issue', 'content issue', 'website issue', 'resolution issue', 'routing issue', 'blocking issue', 'security issue', 'mapping issue', 'consistency issue', 'issue template', 'classloader issue', 'debugging issue', 'conversion issue', 'external issue tracker', 'browser issue', 'visibility issue', 'debugger issue', 'binding issue', 'keyboard issue', 'target issue', 'classpath issue', 'issue report', 'redirect issue', 'filesystem issue', 'decompiler issue', 'schedule issue', 'platform issue', 'coloring issue']"
arrays,12,arrays,12,12,['arrays']
versioning,51,versioning,51,59,"['versioning', 'topic: versioning', 'package versioning']"
resolver,30,resolver,30,34,"['resolver', 'protocol resolver']"
python3,3,virtualenv,9,17,"['virtualenv', 'distutils', 'python3']"
v select,3,v data table,9,25,"['v data table', 'v treeview', 'v radio', 'v date input', 'v model', 'v dialog', 'v select', 'v menu']"
phar,13,phar,13,13,['phar']
pcre,10,pcre,10,10,['pcre']
mbstring,8,mbstring,8,10,"['mbstring', 'iconv']"
pgsql,8,pgsql,8,8,['pgsql']
generated column,2,generated columns,9,13,"['generated columns', 'column', 'generated column']"
coprocessor,9,coprocessor,9,9,['coprocessor']
cte,17,cte,17,17,['cte']
privilege,11,privilege,11,11,['privilege']
execution plan,6,query plan,6,18,"['query plan', 'execution plan', 'logical plan']"
popup,9,popup,9,9,['popup']
open source,2,quick open,7,11,"['quick open', 'open source', 'open telemetry']"
webview,7,webview,7,7,['webview']
toolbar,12,toolbar,12,12,['toolbar']
tree,3,tree view,17,37,"['tree view', 'tree', 'tree sitter', 'tree shaking', 'program tree', 'tree traversal', 'tree command']"
vim functionality,3,vim,31,93,"['vim', 'fzf vim', 'vim behavior', 'vim script', 'vim feature', 'vim plugin', 'vim features', 'vim configuration', 'vim core', 'vim functionality', 'vim internal', 'vim scripting', 'vim internal error', 'core vim']"
launch,6,launch,6,6,['launch']
ai,6,ai,6,6,['ai']
suggestions,9,suggestions,9,9,['suggestions']
clarity,3,clarity,3,3,['clarity']
quick picks,3,quick pick,6,9,"['quick picks', 'quick pick']"
tooltip,13,tooltip,13,13,['tooltip']
prompt,5,prompt,5,7,"['prompt', 'command prompt']"
revision history,2,history,11,13,"['history', 'revision history']"
watcher,6,watcher,6,6,['watcher']
aux window,8,aux window,8,10,"['aux window', 'aux build']"
voice,7,voice,7,9,"['voice', 'voice input']"
audio,10,audio,10,12,"['audio', 'audio cues']"
developer experience,8,developer experience,8,8,['developer experience']
webpack,17,webpack,17,17,['webpack']
headers,17,headers,17,17,['headers']
client side,8,server side rendering,11,33,"['client side', 'server side', 'client side navigation', 'server side rendering', 'client side rendering', 'side effects']"
relay,7,relay,7,7,['relay']
minification,10,minification,10,10,['minification']
js,11,next js,14,40,"['js', 'next js', 'js error', 'node js', 'zone js']"
examples,6,examples,6,6,['examples']
reporting,4,reporting,4,4,['reporting']
atomic operations,3,atomic,13,18,"['atomic', 'atomic operations', 'atomic operation']"
action,10,action,10,10,['action']
assembler,3,assembler,3,3,['assembler']
map,6,map,6,25,"['maps', 'source maps', 'import map', 'map', 'map location', 'source map', 'import maps', 'map iteration', 'map write']"
acme,9,acme,9,9,['acme']
request body,5,request body,5,5,['request body']
dwarf,9,dwarf,9,9,['dwarf']
appearance,8,appearance,8,8,['appearance']
imports,9,imports,9,15,"['organize imports', 'imports', 'exports']"
transport,11,transport,11,11,['transport']
x509,8,x509,8,8,['x509']
pie,4,pie,4,4,['pie']
mach o,6,mach o,6,6,['mach o']
archive,11,archive,11,11,['archive']
reference,24,reference,24,29,"['reference', 'undefined reference']"
removal,25,removal,25,25,['removal']
platform,8,platform,8,19,"['platform compatibility', 'platform specific', 'platform', 'platform dependencies']"
relocation,12,relocation,12,12,['relocation']
semantics,39,semantics,39,44,"['semantics', 'language semantics']"
quickfix,8,quickfix,8,8,['quickfix']
dark mode,8,dark mode,8,10,"['dark mode', 'light dark mode']"
touch,5,touch,5,7,"['touch', 'touch events']"
bridgeless,6,bridgeless,6,6,['bridgeless']
flow,5,control flow,22,27,"['flow', 'control flow']"
native modules,9,native modules,9,12,"['native modules', 'native module']"
modal,7,modal,7,7,['modal']
assert,4,assert,4,4,['assert']
contributor,6,contributor,6,13,"['contributor', 'contributor experience', 'contributor recognition']"
zlib,4,zlib,4,4,['zlib']
child process,7,child process,7,9,"['child process', 'child processes']"
vm,9,vm,9,9,['vm']
promise,8,promise,8,12,"['promise', 'promise rejection', 'promises']"
parallel,5,parallel,5,11,"['parallel', 'parallel execution', 'parallel processing']"
circular dependencies,2,circular dependency,13,20,"['circular dependency', 'circular references', 'circular dependencies']"
access,3,access control,18,39,"['property access', 'access control', 'access', 'access violation', 'attribute access', 'repository access']"
governance,3,governance,3,3,['governance']
watch,8,watch,8,8,['watch']
random number generator,2,random number generation,11,21,"['random', 'random number generation', 'random number generator']"
tokio,3,tokio,3,3,['tokio']
astro,4,astro,4,4,['astro']
publish,6,publish,6,8,"['publish', 'publish failure']"
compression,21,compression,21,21,['compression']
jest,6,jest,6,6,['jest']
edition,8,edition,8,13,"['edition', 'edition migration', 'edition compatibility']"
hermit,4,hermit,4,4,['hermit']
emscripten,7,emscripten,7,7,['emscripten']
drop,14,drop,14,27,"['drop', 'let underscore drop', 'drag and drop']"
cfi,6,cfi,6,6,['cfi']
out of bounds,14,out of bounds,14,48,"['index out of bounds', 'code of conduct', 'out of bounds', 'quality of life', 'index out of range', 'out of bounds access', 'out of memory']"
a compiler,3,a code coverage,4,29,"['a compiler', 'a abi', 'a diagnostics', 'a code coverage', 'a coroutines', 'a debuginfo', 'a llvm', 'a ffi', 'a trait objects', 'a coercions', 'a contributor roadblock']"
incremental compilation,15,incremental compilation,15,20,"['incremental compilation', 'incremental']"
delegation,9,delegation,9,9,['delegation']
copy,8,copy,8,17,"['copy', 'copy operation', 'tensor copy', 'copy properties', 'copy error']"
unsized types,21,unsized types,21,21,['unsized types']
license,10,license,10,12,"['license', 'license management']"
extern,6,extern,6,8,"['extern', 'extern blocks']"
submodules,5,submodule,7,12,"['submodules', 'submodule']"
nightly,6,nightly,6,9,"['nightly', 'requires nightly']"
bounds checking,3,bounds,8,18,"['bounds', 'bounds check', 'bounds checking', 'lifetime bounds']"
union,9,union,9,11,"['union', 'union type']"
specialization,9,specialization,9,9,['specialization']
mermaid,7,mermaid,7,7,['mermaid']
area modules,2,area compiler,3,7,"['area compiler', 'area modules', 'area testing']"
set,3,instruction set,11,25,"['set', 'working sets', 'instruction set', 'character set', 'set operation']"
dispatch,10,dispatch,10,17,"['dispatch', 'method dispatch']"
interpolation,13,interpolation,13,13,['interpolation']
compute,3,compute,3,3,['compute']
stable diffusion,8,stable diffusion,8,8,['stable diffusion']
mkl,8,mkl,8,10,"['mkl', 'avx']"
runner,9,runner,9,9,['runner']
llama,3,llama,3,3,['llama']
conv,3,conv,3,3,['conv']
broadcast,4,broadcast,4,7,"['broadcast', 'broadcasting']"
boolean,6,boolean,6,13,"['boolean', 'bool', 'bool query', 'boolean expressions']"
dcp,7,dcp,7,7,['dcp']
type hint issue,2,type hints,3,7,"['type hints', 'hint', 'type hint issue']"
tvm,10,tvm,10,10,['tvm']
inlining,19,inlining,19,21,"['inlining', 'function inlining']"
arm,12,arm,12,12,['arm']
utility classes,4,utility,12,23,"['utility', 'utility classes', 'utility class']"
selector,8,selector,8,8,['selector']
clang,8,clang,8,8,['clang']
rollup,5,rollup,5,5,['rollup']
front matter,12,front matter,12,12,['front matter']
latex,4,latex,4,4,['latex']
images,6,images,6,6,['images']
multilingual,9,multilingual,9,9,['multilingual']
glob,4,glob,4,4,['glob']
mariadb,11,mariadb,11,11,['mariadb']
asciidoc,8,asciidoc,8,8,['asciidoc']
technology,3,technology,3,3,['technology']
module info,4,debug info,11,25,"['build info', 'info schema', 'debug info', 'module info']"
binder,8,binder,8,8,['binder']
management,6,management,6,16,"['management', 'domain:package management', 'application management', 'topic:dependency management', 'environment management']"
bom,26,bom,26,28,"['bom', 'bom conflict']"
conditional,4,conditional compilation,7,16,"['conditional', 'conditional statements', 'conditional compilation', 'conditional onproperty']"
convention,8,conventions,16,24,"['convention', 'conventions']"
spring boot 2.x,2,spring boot 3.x,3,7,"['spring boot 3.x', 'spring boot 2.x', 'spring boot 3.4.x']"
containerization,10,containerization,10,10,['containerization']
launcher,10,launcher,10,10,['launcher']
logback,18,logback,18,27,"['logback', 'log4j']"
conversion,33,conversion,33,33,['conversion']
cloud,5,cloud storage,16,43,"['spring cloud', 'cloud', 'cloud storage', 'spring cloud config', 'cloud foundry', 'spring cloud stream', 'cloud native']"
mime types,5,mime,7,14,"['mime types', 'mime', 'mime type']"
cookie,9,cookie,9,17,"['cookie', 'cookies']"
maintenance,114,maintenance,114,114,['maintenance']
recovery,14,recovery,14,16,"['recovery', 'snapshot recovery']"
knn search,4,knn,7,11,"['knn', 'knn search']"
ccr,3,ccr,3,3,['ccr']
filtering,14,filtering,14,14,['filtering']
ingest,8,ingest,8,10,"['ingest', 'ingest pipeline']"
keyword,4,keyword,4,4,['keyword']
bash,11,bash,11,11,['bash']
usage,7,memory usage,24,39,"['usage', 'memory usage', 'library usage', 'invalid usage', 'resource usage']"
interactive,8,interactive,8,8,['interactive']
visibility,11,visibility,11,11,['visibility']
forc,4,forc,4,4,['forc']
sse,16,sse,16,18,"['sse', 'sse emitter']"
blocking,9,blocking,9,9,['blocking']
null pointer,15,null pointer exception,29,75,"['null safety', 'null pointer exception', 'null pointer', 'null pointer access', 'null pointer dereference', 'null values']"
deserialization,18,deserialization,18,18,['deserialization']
disassembly,15,disassembly,15,15,['disassembly']
pdb,7,pdb,7,7,['pdb']
switch statement,12,switch statement,12,15,"['switch statement', 'switch']"
pcode,5,pcode,5,5,['pcode']
branch,4,branch management,9,19,"['branch', 'branch management', 'branch protection', 'branch resolution']"
mirror,5,mirror,5,7,"['mirror', 'mirrors']"
pypi,8,pypi,8,8,['pypi']
project,6,project management,33,55,"['project', 'project management', 'project structure', 'project configuration', 'project maintenance', 'project isolation']"
webhooks,4,webhook,7,11,"['webhooks', 'webhook']"
driver 115,2,115,5,9,"['115', 'driver 115', '115 driver']"
wheel,11,wheel,11,16,"['wheel', 'wheel selection', 'wheel support']"
editable installs,4,editable install,5,14,"['editable', 'editable install', 'editable packages', 'editable installs']"
poetry,3,poetry,3,3,['poetry']
labs,6,labs,6,6,['labs']
calendar,13,calendar,13,13,['calendar']
simplexml,11,simplexml,11,11,['simplexml']
uaf,10,uaf,10,10,['uaf']
intl,5,intl,5,5,['intl']
ext,5,ext,5,16,"['ext calendar', 'ext dom', 'ext standard', 'ext date', 'ext']"
calling convention,8,calling convention,8,10,"['calling convention', 'calling conventions']"
dml,12,dml,12,12,['dml']
checksum,13,checksum,13,13,['checksum']
flashback,5,flashback,5,5,['flashback']
region,4,region inference,6,13,"['region', 'region balancing', 'region inference']"
xxd,4,xxd,4,4,['xxd']
gettext,7,gettext,7,7,['gettext']
autoload,14,autoload,14,14,['autoload']
gvim,3,gvim,3,5,"['gvim', 'vimrc']"
widget,8,widget,8,12,"['widget', 'suggest widget']"
zoom,3,zoom,3,3,['zoom']
references,6,references,6,6,['references']
marketplace,5,marketplace,5,7,"['marketplace', 'vscode marketplace']"
save,7,save,7,16,"['saving', 'save', 'save issue', 'save strategy']"
iconography,2,iconography,2,2,['iconography']
source management,3,source control,7,22,"['source control', 'property source', 'source directive', 'synthetic source', 'source management']"
stepping,3,stepping,3,3,['stepping']
setting,2,setting,2,2,['setting']
instantiation,3,instantiation,3,3,['instantiation']
publisher,3,publisher,3,3,['publisher']
issues,5,issues,5,21,"['extension issues', 'issues', 'accessibility issues', 'pytorch issues', 'numerical issues', 'numerical issue', 'performance issues', 'rendering issues']"
notifications,4,notification,8,12,"['notification', 'notifications']"
local development,3,local storage,6,14,"['local history', 'local storage', 'local development']"
pty,3,pty,3,3,['pty']
compare,3,comparison,29,32,"['compare', 'comparison']"
customization,27,customization,27,27,['customization']
monaco editor,6,monaco editor,6,8,"['monaco editor', 'monaco']"
urls,5,urls,5,5,['urls']
autosave,5,autosave,5,5,['autosave']
mdx,5,mdx,5,5,['mdx']
revalidation,8,revalidation,8,8,['revalidation']
serverless,3,serverless,3,3,['serverless']
next start,3,next start,3,5,"['next start', 'next build']"
next config,3,next router,4,7,"['next config', 'next router']"
sitemap,4,sitemap,4,6,"['sitemap', 'sitemaps']"
isr,4,isr,4,4,['isr']
babel,5,babel,5,5,['babel']
hot reload,8,hot reload,8,15,"['hot reload', 'hot module replacement']"
react,10,react native,41,51,"['react', 'react native']"
weak pointers,2,weak references,3,5,"['weak pointers', 'weak references']"
extract,3,extract,3,3,['extract']
resolution algorithm,2,algorithm,35,37,"['algorithm', 'resolution algorithm']"
smtp,4,smtp,4,4,['smtp']
interpreter,9,interpreter,9,9,['interpreter']
clock,4,clock,4,4,['clock']
toc,5,toc,5,5,['toc']
loop,7,infinite loop,15,35,"['range loop', 'loop', 'for loop', 'while loop', 'infinite loop', 'loops']"
mutex,10,mutex,10,12,"['mutex', 'futex']"
linkname,4,linkname,4,4,['linkname']
printer,3,printing,8,11,"['printer', 'printing']"
illumos,4,illumos,4,4,['illumos']
merge,9,merge,9,17,"['merge', 'merge conflict', 'merge request', 'function merging']"
infra,2,infra,2,4,"['infra', 'test infra']"
freebsd,9,freebsd,9,15,"['openbsd', 'freebsd', 'netbsd']"
noder,2,noder,2,2,['noder']
ppc64,4,ppc64,4,15,"['ppc64', 's390x', 'aarch64', 'arm64']"
type issue,18,type issue,18,22,"['type issue', 'type parameter issue', 'types issue']"
size,3,binary size,9,17,"['binary size', 'size', 'size oblivious', 'size limit']"
tag,5,build tags,5,24,"['build tags', 'tags', 'google tag manager', 'tag', 'build tag', 'tag management', 'tag validation']"
printf,4,printf,4,4,['printf']
clarification,16,clarification,16,16,['clarification']
push,4,push,4,6,"['push', 'push failure']"
hashing,20,hashing,20,20,['hashing']
protobuf,4,protobuf,4,7,"['protobuf', 'zeromq']"
vendoring,5,vendoring,5,5,['vendoring']
tcp,3,tcp,3,5,"['tcp', 'tcp keepalive']"
metro,4,metro,4,4,['metro']
ccache,5,ccache,5,5,['ccache']
reporter,3,reporter,3,3,['reporter']
clone,4,clone,4,6,"['clone', 'structured clone']"
low level,2,high contrast,3,16,"['priority high', 'low level', 'low level programming', 'high availability', 'high contrast', 'high priority', 'low level error']"
mocking,19,mocking,19,19,['mocking']
deno configuration,3,deno,168,200,"['deno install', 'deno', 'deno workspace', 'deno compile', 'deno runtime', 'deno configuration', 'deno feature', 'domain: deno', 'deno compiler', 'deno check']"
serve,4,serve,4,4,['serve']
symlink,11,symlink,11,11,['symlink']
canvas,4,canvas,4,4,['canvas']
stabilization,19,stabilization,19,19,['stabilization']
library issue,38,library issue,38,46,"['library issue', 'library issues', 'library problem']"
aws,14,aws,14,16,"['aws', 'aws lambda']"
sdk,4,sdk,4,6,"['sdk', 'temporal sdk']"
diesel,2,diesel,2,2,['diesel']
edition 2015,2,edition 2015,2,2,['edition 2015']
