Label,num_projects,projects
v8.11.4,1,['elastic_elasticsearch']
v8.11.5,1,['elastic_elasticsearch']
v8.12.0,1,['elastic_elasticsearch']
v8.12.1,1,['elastic_elasticsearch']
v8.12.2,1,['elastic_elasticsearch']
v8.12.3,1,['elastic_elasticsearch']
v8.13.0,1,['elastic_elasticsearch']
v8.13.1,1,['elastic_elasticsearch']
v8.13.2,1,['elastic_elasticsearch']
v8.13.3,1,['elastic_elasticsearch']
v8.13.4,1,['elastic_elasticsearch']
v8.13.5,1,['elastic_elasticsearch']
v8.14.0,1,['elastic_elasticsearch']
v8.14.1,1,['elastic_elasticsearch']
v8.14.2,1,['elastic_elasticsearch']
v8.14.3,1,['elastic_elasticsearch']
v8.14.4,1,['elastic_elasticsearch']
v8.15.0,1,['elastic_elasticsearch']
v8.15.1,1,['elastic_elasticsearch']
v8.15.2,1,['elastic_elasticsearch']
v8.15.3,1,['elastic_elasticsearch']
v8.15.4,1,['elastic_elasticsearch']
v8.15.5,1,['elastic_elasticsearch']
v8.15.6,1,['elastic_elasticsearch']
v8.16.0,1,['elastic_elasticsearch']
v8.16.1,1,['elastic_elasticsearch']
v8.16.2,1,['elastic_elasticsearch']
v8.16.3,1,['elastic_elasticsearch']
v8.16.4,1,['elastic_elasticsearch']
v8.16.5,1,['elastic_elasticsearch']
v8.16.6,1,['elastic_elasticsearch']
v8.16.7,1,['elastic_elasticsearch']
v8.17.0,1,['elastic_elasticsearch']
v8.17.1,1,['elastic_elasticsearch']
v8.17.10,1,['elastic_elasticsearch']
v8.17.11,1,['elastic_elasticsearch']
v8.17.2,1,['elastic_elasticsearch']
v8.17.3,1,['elastic_elasticsearch']
v8.17.4,1,['elastic_elasticsearch']
v8.17.5,1,['elastic_elasticsearch']
v8.17.6,1,['elastic_elasticsearch']
v8.17.7,1,['elastic_elasticsearch']
v8.17.8,1,['elastic_elasticsearch']
v8.17.9,1,['elastic_elasticsearch']
v8.18.0,1,['elastic_elasticsearch']
v8.18.1,1,['elastic_elasticsearch']
v8.18.2,1,['elastic_elasticsearch']
v8.18.3,1,['elastic_elasticsearch']
v8.18.4,1,['elastic_elasticsearch']
v8.18.5,1,['elastic_elasticsearch']
v8.18.6,1,['elastic_elasticsearch']
v8.18.7,1,['elastic_elasticsearch']
v8.18.8,1,['elastic_elasticsearch']
v8.18.9,1,['elastic_elasticsearch']
v8.19.0,1,['elastic_elasticsearch']
v8.19.1,1,['elastic_elasticsearch']
v8.19.2,1,['elastic_elasticsearch']
v8.19.3,1,['elastic_elasticsearch']
v8.19.4,1,['elastic_elasticsearch']
v8.19.5,1,['elastic_elasticsearch']
v8.19.6,1,['elastic_elasticsearch']
v8.19.7,1,['elastic_elasticsearch']
v8.19.8,1,['elastic_elasticsearch']
v8.19.9,1,['elastic_elasticsearch']
v8.2.0,1,['elastic_elasticsearch']
v8.2.1,1,['elastic_elasticsearch']
v8.2.2,1,['elastic_elasticsearch']
v8.2.3,1,['elastic_elasticsearch']
v8.2.4,1,['elastic_elasticsearch']
v8.20.0,1,['elastic_elasticsearch']
v8.3.0,1,['elastic_elasticsearch']
v8.3.1,1,['elastic_elasticsearch']
v8.3.2,1,['elastic_elasticsearch']
v8.3.3,1,['elastic_elasticsearch']
v8.3.4,1,['elastic_elasticsearch']
v8.4.0,1,['elastic_elasticsearch']
v8.4.1,1,['elastic_elasticsearch']
v8.4.2,1,['elastic_elasticsearch']
v8.4.3,1,['elastic_elasticsearch']
v8.4.4,1,['elastic_elasticsearch']
v8.5.0,1,['elastic_elasticsearch']
v8.5.1,1,['elastic_elasticsearch']
v8.5.2,1,['elastic_elasticsearch']
v8.5.3,1,['elastic_elasticsearch']
v8.5.4,1,['elastic_elasticsearch']
v8.6.0,1,['elastic_elasticsearch']
v8.6.1,1,['elastic_elasticsearch']
v8.6.2,1,['elastic_elasticsearch']
v8.6.3,1,['elastic_elasticsearch']
v8.7.0,1,['elastic_elasticsearch']
v8.7.1,1,['elastic_elasticsearch']
v8.7.2,1,['elastic_elasticsearch']
v8.8.0,1,['elastic_elasticsearch']
v8.8.1,1,['elastic_elasticsearch']
v8.8.2,1,['elastic_elasticsearch']
v8.8.3,1,['elastic_elasticsearch']
v8.9.0,1,['elastic_elasticsearch']
v8.9.1,1,['elastic_elasticsearch']
v8.9.2,1,['elastic_elasticsearch']
v8.9.3,1,['elastic_elasticsearch']
v9.0.0,1,['elastic_elasticsearch']
v9.0.1,1,['elastic_elasticsearch']
v9.0.2,1,['elastic_elasticsearch']
v9.0.3,1,['elastic_elasticsearch']
v9.0.4,1,['elastic_elasticsearch']
v9.0.5,1,['elastic_elasticsearch']
v9.0.6,1,['elastic_elasticsearch']
v9.0.7,1,['elastic_elasticsearch']
v9.0.8,1,['elastic_elasticsearch']
v9.0.9,1,['elastic_elasticsearch']
v9.1.0,1,['elastic_elasticsearch']
v9.1.1,1,['elastic_elasticsearch']
v9.1.2,1,['elastic_elasticsearch']
v9.1.3,1,['elastic_elasticsearch']
v9.1.4,1,['elastic_elasticsearch']
v9.1.5,1,['elastic_elasticsearch']
v9.1.6,1,['elastic_elasticsearch']
v9.1.7,1,['elastic_elasticsearch']
v9.1.8,1,['elastic_elasticsearch']
v9.1.9,1,['elastic_elasticsearch']
v9.2.0,1,['elastic_elasticsearch']
v9.2.1,1,['elastic_elasticsearch']
v9.2.2,1,['elastic_elasticsearch']
v9.2.3,1,['elastic_elasticsearch']
v9.3.0,1,['elastic_elasticsearch']
WIP,1,['elastic_elasticsearch']
won't fix,1,['elastic_elasticsearch']
fix available,1,['denoland_deno']
important for fresh,1,['denoland_deno']
needs info,1,['denoland_deno']
needs investigation,1,['denoland_deno']
quick fix,1,['denoland_deno']
triage required 👀,1,['denoland_deno']
user feedback wanted,1,['denoland_deno']
working as designed,1,['denoland_deno']
as designed,1,['laurent22_joplin']
cannot reproduce,1,['laurent22_joplin']
v3.3,1,['laurent22_joplin']
v3.4,1,['laurent22_joplin']
v3.5,1,['laurent22_joplin']
BlockedUpstream,1,['gohugoio_hugo']
CantReproduce,1,['gohugoio_hugo']
DifficultToImplement,1,['gohugoio_hugo']
Duplicate,1,['gohugoio_hugo']
FeedbackWanted,1,['gohugoio_hugo']
GoodFirstIssue,1,['gohugoio_hugo']
Impossible?,1,['gohugoio_hugo']
InProgress,1,['gohugoio_hugo']
Invalid,1,['gohugoio_hugo']
Keep,1,['gohugoio_hugo']
NeedsThinking,1,['gohugoio_hugo']
NeedsTriage,1,['gohugoio_hugo']
NeedsUserFeedback,1,['gohugoio_hugo']
NotSure,1,['gohugoio_hugo']
OK,1,['gohugoio_hugo']
OnHold,1,['gohugoio_hugo']
Outdated,1,['gohugoio_hugo']
ReleaseBlocker,1,['gohugoio_hugo']
S0,1,['gohugoio_hugo']
S1,1,['gohugoio_hugo']
S2,1,['gohugoio_hugo']
Spam,1,['gohugoio_hugo']
v0.123.x,1,['gohugoio_hugo']
v0.146.x,1,['gohugoio_hugo']
backport 1.10,1,['JuliaLang_julia']
backport 1.11,1,['JuliaLang_julia']
backport 1.12,1,['JuliaLang_julia']
backport 1.13,1,['JuliaLang_julia']
backport 1.6,1,['JuliaLang_julia']
backport 1.8,1,['JuliaLang_julia']
backport 1.9,1,['JuliaLang_julia']
bisect completed,1,['JuliaLang_julia']
bisect wanted,1,['JuliaLang_julia']
DO NOT MERGE,1,['JuliaLang_julia']
don't squash,1,['JuliaLang_julia']
existential crisis,1,['JuliaLang_julia']
Hacktoberfest,1,['JuliaLang_julia']
merge me,1,['JuliaLang_julia']
minor change,1,['JuliaLang_julia']
missing data,1,['JuliaLang_julia']
MWE wanted,1,['JuliaLang_julia']
needs compat annotation,1,['JuliaLang_julia']
needs decision,1,['JuliaLang_julia']
needs docs,1,['JuliaLang_julia']
needs full CI,1,['JuliaLang_julia']
needs nanosoldier run,1,['JuliaLang_julia']
needs news,1,['JuliaLang_julia']
needs pkgeval,1,['JuliaLang_julia']
needs tests,1,['JuliaLang_julia']
priority,1,['JuliaLang_julia']
regression 1.10,1,['JuliaLang_julia']
regression 1.11,1,['JuliaLang_julia']
regression 1.12,1,['JuliaLang_julia']
regression 1.13,1,['JuliaLang_julia']
regression 1.9,1,['JuliaLang_julia']
revert,1,['JuliaLang_julia']
reverted,1,['JuliaLang_julia']
rr trace included,1,['JuliaLang_julia']
rr trace wanted,1,['JuliaLang_julia']
status: waiting for issue author (reporter),1,['JuliaLang_julia']
status: waiting for PR author,1,['JuliaLang_julia']
status: waiting for PR reviewer,1,['JuliaLang_julia']
status: waiting for triage feedback,1,['JuliaLang_julia']
won't change,1,['JuliaLang_julia']
😃🍕 and other emoji,1,['JuliaLang_julia']
finished,1,['AlistGo_alist']
out of scope,1,['AlistGo_alist']
pr-welcome,1,['AlistGo_alist']
put on hold,1,['AlistGo_alist']
stale,1,['AlistGo_alist']
working,1,['AlistGo_alist']
特征,1,['AlistGo_alist']
*as-designed,1,['microsoft_vscode']
*caused-by-extension,1,['microsoft_vscode']
*duplicate,1,['microsoft_vscode']
*english-please,1,['microsoft_vscode']
*extension-candidate,1,['microsoft_vscode']
*not-reproducible,1,['microsoft_vscode']
*off-topic,1,['microsoft_vscode']
*out-of-scope,1,['microsoft_vscode']
~confirmation-needed,1,['microsoft_vscode']
~copilot-video-please,1,['microsoft_vscode']
~find-duplicates,1,['microsoft_vscode']
~info-needed,1,['microsoft_vscode']
~spam,1,['microsoft_vscode']
~verification-steps-needed,1,['microsoft_vscode']
~version-info-needed,1,['microsoft_vscode']
api-finalization,1,['microsoft_vscode']
api-proposal,1,['microsoft_vscode']
author-verification-requested,1,['microsoft_vscode']
changes-requested,1,['microsoft_vscode']
confirm-with-newer-runtime,1,['microsoft_vscode']
confirmation-pending,1,['microsoft_vscode']
confirmed,1,['microsoft_vscode']
continue-working-on,1,['microsoft_vscode']
electron-12-update,1,['microsoft_vscode']
electron-13-update,1,['microsoft_vscode']
electron-16-update,1,['microsoft_vscode']
electron-17-update,1,['microsoft_vscode']
electron-18-update,1,['microsoft_vscode']
electron-19-update,1,['microsoft_vscode']
electron-22-update,1,['microsoft_vscode']
electron-24-update,1,['microsoft_vscode']
electron-25-update,1,['microsoft_vscode']
electron-27-update,1,['microsoft_vscode']
electron-28-update,1,['microsoft_vscode']
electron-29-update,1,['microsoft_vscode']
electron-32-update,1,['microsoft_vscode']
electron-34-update,1,['microsoft_vscode']
electron-35-update,1,['microsoft_vscode']
electron-blocker,1,['microsoft_vscode']
fixed-in-electron-13,1,['microsoft_vscode']
fixed-in-electron-14,1,['microsoft_vscode']
fixed-in-electron-16,1,['microsoft_vscode']
fixed-in-electron-17,1,['microsoft_vscode']
fixed-in-electron-18,1,['microsoft_vscode']
fixed-in-electron-19,1,['microsoft_vscode']
fixed-in-electron-20,1,['microsoft_vscode']
fixed-in-electron-21,1,['microsoft_vscode']
fixed-in-electron-22,1,['microsoft_vscode']
fixed-in-electron-25,1,['microsoft_vscode']
fixed-in-electron-27,1,['microsoft_vscode']
fixed-in-electron-28,1,['microsoft_vscode']
ghcs-adoption-needed,1,['microsoft_vscode']
ghcs-in-progress,1,['microsoft_vscode']
ghcs-pushed,1,['microsoft_vscode']
ghcs-scenario-blocking,1,['microsoft_vscode']
ghcs-scenario-found,1,['microsoft_vscode']
help translation,1,['microsoft_vscode']
important,1,['microsoft_vscode']
info-needed,1,['microsoft_vscode']
inline-chat-v1,1,['microsoft_vscode']
inline-chat-v2,1,['microsoft_vscode']
invalid-testplan-item,1,['microsoft_vscode']
on-hold,1,['microsoft_vscode']
on-release-notes,1,['microsoft_vscode']
on-testplan,1,['microsoft_vscode']
release-notes,1,['microsoft_vscode']
repro-steps-needed,1,['microsoft_vscode']
team-low-hanging,1,['microsoft_vscode']
terminal-quick-fix,1,['microsoft_vscode']
translation-required-arabic,1,['microsoft_vscode']
translation-required-chinese-simplified,1,['microsoft_vscode']
translation-required-chinese-traditional,1,['microsoft_vscode']
translation-required-croatian,1,['microsoft_vscode']
translation-required-czech,1,['microsoft_vscode']
translation-required-dutch,1,['microsoft_vscode']
translation-required-filipino,1,['microsoft_vscode']
translation-required-french,1,['microsoft_vscode']
translation-required-german,1,['microsoft_vscode']
translation-required-hebrew,1,['microsoft_vscode']
translation-required-hungarian,1,['microsoft_vscode']
translation-required-indonesian,1,['microsoft_vscode']
translation-required-italian,1,['microsoft_vscode']
translation-required-japanese,1,['microsoft_vscode']
translation-required-korean,1,['microsoft_vscode']
translation-required-persian,1,['microsoft_vscode']
translation-required-polish,1,['microsoft_vscode']
translation-required-portuguese-brazil,1,['microsoft_vscode']
translation-required-romanian,1,['microsoft_vscode']
translation-required-russian,1,['microsoft_vscode']
translation-required-spanish,1,['microsoft_vscode']
translation-required-swedish,1,['microsoft_vscode']
translation-required-thai,1,['microsoft_vscode']
translation-required-tongan,1,['microsoft_vscode']
translation-required-turkish,1,['microsoft_vscode']
translation-required-ukrainian,1,['microsoft_vscode']
translation-required-undefined,1,['microsoft_vscode']
translation-required-vietnamese,1,['microsoft_vscode']
translation-required-welsh,1,['microsoft_vscode']
translation-required-yucatec-maya,1,['microsoft_vscode']
triage-needed,1,['microsoft_vscode']
under-discussion,1,['microsoft_vscode']
undo-redo,1,['microsoft_vscode']
upstream-issue-fixed,1,['microsoft_vscode']
upstream-issue-linked,1,['microsoft_vscode']
upstream-issue-pending,1,['microsoft_vscode']
verification-found,1,['microsoft_vscode']
verification-needed,1,['microsoft_vscode']
verification-steps-needed,1,['microsoft_vscode']
verified,1,['microsoft_vscode']
windows 11,1,['microsoft_vscode']
windows 7,1,['microsoft_vscode']
wont-fix,1,['microsoft_vscode']
$20,1,['go-gitea_gitea']
$200,1,['go-gitea_gitea']
$250,1,['go-gitea_gitea']
$300,1,['go-gitea_gitea']
$50,1,['go-gitea_gitea']
$500,1,['go-gitea_gitea']
$70,1,['go-gitea_gitea']
backport/done,1,['go-gitea_gitea']
backport/manual,1,['go-gitea_gitea']
backport/v1.24,1,['go-gitea_gitea']
backport/v1.25,1,['go-gitea_gitea']
frontport/done,1,['go-gitea_gitea']
frontport/main,1,['go-gitea_gitea']
issue/bounty,1,['go-gitea_gitea']
issue/confirmed,1,['go-gitea_gitea']
issue/critical,1,['go-gitea_gitea']
issue/duplicate,1,['go-gitea_gitea']
issue/needs-feedback,1,['go-gitea_gitea']
issue/stale,1,['go-gitea_gitea']
lgtm/blocked,1,['go-gitea_gitea']
lgtm/done,1,['go-gitea_gitea']
lgtm/need 1,1,['go-gitea_gitea']
lgtm/need 2,1,['go-gitea_gitea']
outdated/backport/v1.18,1,['go-gitea_gitea']
outdated/backport/v1.19,1,['go-gitea_gitea']
proposal/accepted,1,['go-gitea_gitea']
proposal/rejected,1,['go-gitea_gitea']
reviewed/prioritize-merge,1,['go-gitea_gitea']
reviewed/wait-merge,1,['go-gitea_gitea']
reviewed/wontfix,1,['go-gitea_gitea']
status/blocked,1,['go-gitea_gitea']
Reason: Cannot Fix,1,['NationalSecurityAgency_ghidra']
Reason: Cannot Reproduce,1,['NationalSecurityAgency_ghidra']
Reason: Duplicate,1,['NationalSecurityAgency_ghidra']
Reason: Inactivity,1,['NationalSecurityAgency_ghidra']
Reason: Internal effort,1,['NationalSecurityAgency_ghidra']
Reason: Internal-only,1,['NationalSecurityAgency_ghidra']
Reason: Invalid,1,['NationalSecurityAgency_ghidra']
Reason: Level of effort,1,['NationalSecurityAgency_ghidra']
Reason: OBE,1,['NationalSecurityAgency_ghidra']
Reason: Out of scope,1,['NationalSecurityAgency_ghidra']
Reason: Won't support,1,['NationalSecurityAgency_ghidra']
Reason: Working as intended,1,['NationalSecurityAgency_ghidra']
Status: Future,1,['NationalSecurityAgency_ghidra']
Status: Help Wanted,1,['NationalSecurityAgency_ghidra']
Status: Internal,1,['NationalSecurityAgency_ghidra']
Status: Prioritize,1,['NationalSecurityAgency_ghidra']
Status: Triage,1,['NationalSecurityAgency_ghidra']
Status: Waiting on customer,1,['NationalSecurityAgency_ghidra']
