representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
scatter reduce,2,scatter reduce,2,2,['scatter reduce']
partitioner,2,partitioner,2,2,['partitioner']
multinomial,3,multinomial,3,3,['multinomial']
reduction,5,reduction,5,5,['reduction']
flops counting,2,flops counting,2,2,['flops counting']
torch.unique,2,torch.unique,2,2,['torch.unique']
sharding,4,sharding,4,4,['sharding']
cutlass,2,cutlass,2,2,['cutlass']
layer norm,3,layer norm,3,3,['layer norm']
arange,2,arange,2,2,['arange']
contributor experience,5,contributor experience,5,5,['contributor experience']
pytorch aten,2,pytorch aten,2,2,['pytorch aten']
float8,4,float16,8,12,"['float8', 'float16']"
side effects,3,side effects,3,3,['side effects']
sycl,2,sycl,2,2,['sycl']
detectron2,2,detectron2,2,2,['detectron2']
cumsum,2,cumsum,2,2,['cumsum']
text generation,5,text generation,5,5,['text generation']
hud,2,hud,2,2,['hud']
pytorch distributed,6,pytorch distributed,6,6,['pytorch distributed']
linear algebra,15,linear algebra,15,15,['linear algebra']
sdpa,10,sdpa,10,10,['sdpa']
rocml,2,rocml,2,2,['rocml']
shape inference,6,shape inference,6,6,['shape inference']
torch core,6,torch core,6,6,['torch core']
strides,2,strides,2,2,['strides']
validation error,2,validation error,2,2,['validation error']
metal,2,metal,2,2,['metal']
pickle,3,pickle,3,3,['pickle']
vision,2,vision,2,2,['vision']
guard validation,4,guard validation,4,4,['guard validation']
cond,3,cond,3,3,['cond']
graph optimization,4,graph optimization,4,4,['graph optimization']
functional api,7,functional api,7,7,['functional api']
tensor dict,3,tensor dict,3,3,['tensor dict']
meta tensors,2,meta tensor,4,6,"['meta tensors', 'meta tensor']"
dynamic axes,4,dynamic axes,4,4,['dynamic axes']
pt2e,2,pt2e,2,2,['pt2e']
gelu,2,gelu,2,2,['gelu']
lora,2,lora,2,2,['lora']
module list,2,module list,2,2,['module list']
forward hooks,2,forward hooks,2,2,['forward hooks']
counter,6,counter,6,6,['counter']
ops,3,ops,3,3,['ops']
torch jit,4,torch jit,4,4,['torch jit']
c++ api,2,c++ api,2,2,['c++ api']
mv,2,mv,2,2,['mv']
mixed precision,5,mixed precision,5,5,['mixed precision']
bmm,2,bmm,2,2,['bmm']
pooling,2,pooling,2,2,['pooling']
area: typing,2,area: typing,2,2,['area: typing']
masking,3,masking,3,3,['masking']
constexpr,7,constexpr,7,7,['constexpr']
scalar,3,scalar,3,3,['scalar']
state dict,7,state dict,7,7,['state dict']
neon,4,neon,4,4,['neon']
process group,2,process group,2,2,['process group']
sparse tensor,7,sparse tensor,7,10,"['sparse tensor', 'sparse tensors']"
clang tidy,2,clang tidy,2,2,['clang tidy']
dataloader,2,dataloader,2,2,['dataloader']
data parallelism,3,data parallelism,3,3,['data parallelism']
data loading,5,data loading,5,5,['data loading']
ipython,3,ipython,3,3,['ipython']
cnn,19,cnn,19,19,['cnn']
linearization,2,linearization,2,2,['linearization']
model issue,2,model issue,2,2,['model issue']
devx,2,devx,2,2,['devx']
map location,2,map location,2,2,['map location']
device mesh,6,device mesh,6,6,['device mesh']
runtime dependency,4,runtime dependency,4,4,['runtime dependency']
device behavior,2,device behavior,2,2,['device behavior']
torchelastic,2,torchelastic,2,2,['torchelastic']
numerical precision,4,numerical accuracy,14,18,"['numerical accuracy', 'numerical precision']"
gil,4,gil,4,4,['gil']
load state dict,2,load state dict,2,2,['load state dict']
gcn,3,gcn,3,3,['gcn']
scaling,4,scaling,4,4,['scaling']
function missing,3,missing function,3,6,"['missing function', 'function missing']"
cpp wrapper,9,cpp wrapper,9,9,['cpp wrapper']
undefined symbol,2,undefined symbol,2,2,['undefined symbol']
conversionerror,3,conversionerror,3,3,['conversionerror']
custom class,3,custom class,3,3,['custom class']
dropout,5,dropout,5,5,['dropout']
mergebot,2,mergebot,2,2,['mergebot']
slice scatter,2,slice scatter,2,2,['slice scatter']
dispatcher,3,dispatcher,3,3,['dispatcher']
import behavior,2,import behavior,2,2,['import behavior']
while loop,3,while loop,3,3,['while loop']
functional programming,8,functional programming,8,8,['functional programming']
registration,2,registration,2,4,"['registration', 'register']"
graph break,9,graph break,9,11,"['graph break', 'graph breaking']"
cpu fallback,3,cpu fallback,3,3,['cpu fallback']
device support,5,device support,5,5,['device support']
index select,3,index select,3,3,['index select']
hdf5,3,hdf5,3,3,['hdf5']
pytorch ops,3,pytorch ops,3,3,['pytorch ops']
symint,3,symint,3,3,['symint']
meta programming,3,meta programming,3,3,['meta programming']
test case,5,test case,5,5,['test case']
parametrization,4,parametrization,4,4,['parametrization']
int type,2,int type,2,4,"['int type', 'integer type']"
flatten,2,flatten,2,2,['flatten']
named tensor,2,named tensor,2,2,['named tensor']
precision,6,precision,6,6,['precision']
attribute error,6,attribute error,6,9,"['attribute error', 'attribute issue']"
batch norm,3,batch norm,3,3,['batch norm']
opmath,2,opmath,2,2,['opmath']
pytree,3,pytree,3,3,['pytree']
sparse matrix,4,sparse matrix,4,4,['sparse matrix']
scatter gather,2,scatter gather,2,2,['scatter gather']
operator overloading,2,operator overloading,2,2,['operator overloading']
dce,2,dce,2,2,['dce']
dist,2,dist,2,2,['dist']
cudnn,22,cudnn,22,22,['cudnn']
backend issues,2,backend issue,3,7,"['backend issues', 'backend issue', 'backend failure']"
test execution,2,test execution,2,2,['test execution']
graph compilation,5,graph compilation,5,5,['graph compilation']
pytorch fx,3,pytorch fx,3,3,['pytorch fx']
forward mode ad,2,forward mode ad,2,2,['forward mode ad']
pytorch ir,3,pytorch ir,3,3,['pytorch ir']
tensor api,7,tensor api,7,7,['tensor api']
bilinear,2,bilinear,2,2,['bilinear']
differentiability,2,differentiability,2,2,['differentiability']
gradcheck,3,gradcheck,3,3,['gradcheck']
lowering,4,lowering,4,4,['lowering']
multi stream,2,multi stream,2,2,['multi stream']
lstm,2,lstm,2,2,['lstm']
unflatten,2,unflatten,2,2,['unflatten']
storybook,2,storybook,2,2,['storybook']
source directive,2,source directive,2,2,['source directive']
globbing,3,globbing,3,3,['globbing']
v4,3,v4,3,5,"['v4', 'v2']"
spacing,3,spacing,3,3,['spacing']
ui component,64,ui component,64,80,"['ui component', 'ui components']"
css assets,2,css assets,2,2,['css assets']
vuejs,5,vue,55,60,"['vue', 'vuejs']"
css syntax,2,css syntax,2,2,['css syntax']
css variables,5,css variables,5,5,['css variables']
grid,2,grid,2,2,['grid']
oxide,2,oxide,2,2,['oxide']
shorthand,3,shorthand,3,3,['shorthand']
dynamic classes,2,dynamic classes,2,2,['dynamic classes']
watch mode,8,watch mode,8,8,['watch mode']
arbitrary values,3,arbitrary values,3,3,['arbitrary values']
css issue,6,css issue,6,8,"['css issue', 'styling issue']"
safari,2,safari,2,2,['safari']
css output,2,css output,2,2,['css output']
css processing,4,css processing,4,4,['css processing']
keyframes,3,keyframes,3,3,['keyframes']
scoped styles,2,scoped styles,2,2,['scoped styles']
transparency,4,transparency,4,4,['transparency']
color mix,2,color mix,2,2,['color mix']
css transitions,3,css transitions,3,3,['css transitions']
shadow,3,shadow,3,3,['shadow']
media queries,2,media queries,2,2,['media queries']
css transformer,2,css transformer,2,2,['css transformer']
data attribute,3,data attribute,3,3,['data attribute']
modifier,2,modifier,2,2,['modifier']
usdt,2,usdt,2,2,['usdt']
brew,2,brew,2,2,['brew']
consensus,6,consensus,6,6,['consensus']
tor,3,tor,3,3,['tor']
guix,3,guix,3,3,['guix']
hardening,3,hardening,3,3,['hardening']
boost,2,boost,2,2,['boost']
zeromq,3,zeromq,3,3,['zeromq']
miniwallet,3,miniwallet,3,3,['miniwallet']
thread hang,2,thread hang,2,2,['thread hang']
core logic,2,core logic,2,2,['core logic']
psbt,3,psbt,3,3,['psbt']
i2p,3,i2p,3,3,['i2p']
content script,2,content script,2,2,['content script']
shadowing,2,shadowing,2,2,['shadowing']
template literals,5,template literals,5,10,"['template literals', 'template literal']"
type guard,2,type guard,2,2,['type guard']
svelte check,2,svelte check,2,2,['svelte check']
store,6,store,6,6,['store']
list,5,list,5,5,['list']
reproduction,3,reproduction,3,3,['reproduction']
dev mode,4,dev mode,4,8,"['dev mode', 'development mode']"
legacy,4,legacy,4,4,['legacy']
implementation detail,2,implementation detail,2,2,['implementation detail']
type feature request,2,type feature request,2,2,['type feature request']
layercake,3,layercake,3,3,['layercake']
prop,3,prop,3,3,['prop']
derived values,3,derived values,3,3,['derived values']
assets,3,assets,3,3,['assets']
content management,23,content management,23,23,['content management']
vendor,7,vendor,7,7,['vendor']
site data,2,site data,2,2,['site data']
inflect,3,inflect,3,3,['inflect']
template engine,29,template engine,29,29,['template engine']
theme extension,2,theme extension,2,2,['theme extension']
template compatibility,3,template compatibility,3,3,['template compatibility']
hugo server,6,hugo server,6,6,['hugo server']
scss,5,scss,5,5,['scss']
content processing,5,content processing,5,5,['content processing']
output format,4,output format,4,7,"['output format', 'output formatting']"
builder,5,builder,5,5,['builder']
failure analysis,3,failure analysis,3,5,"['failure analysis', 'failure analyzer']"
customizer,4,customizer,4,4,['customizer']
method security,2,method security,2,2,['method security']
java 21,2,java 21,2,2,['java 21']
narayana,2,narayana,2,2,['narayana']
spring boot loader,2,spring boot loader,2,2,['spring boot loader']
webjars,5,webjars,5,5,['webjars']
upgrade policy,3,upgrade policy,3,3,['upgrade policy']
factory,3,factory,3,3,['factory']
bind,2,bind,2,2,['bind']
conditional on missing bean,3,conditional on missing bean,3,3,['conditional on missing bean']
revert,10,revert,10,10,['revert']
url update,2,url update,2,2,['url update']
spring data cassandra,3,spring data cassandra,3,3,['spring data cassandra']
actuate,2,actuate,2,2,['actuate']
spring boot starter activemq,2,spring boot starter activemq,2,2,['spring boot starter activemq']
metering,2,metering,2,2,['metering']
guides,8,guides,8,8,['guides']
colima,2,colima,2,2,['colima']
spring reactor,3,spring reactor,3,3,['spring reactor']
archunit,4,archunit,4,4,['archunit']
fork join pool,3,fork join pool,3,3,['fork join pool']
java io,3,java io,3,3,['java io']
rxjava,10,rxjava,10,10,['rxjava']
value classes,5,value classes,5,7,"['value classes', 'value class']"
module info,4,module info,4,4,['module info']
restart,10,restart,10,10,['restart']
selenium,16,selenium,16,16,['selenium']
task dependency,2,task dependency,2,2,['task dependency']
record,2,record,2,2,['record']
kotlin dsl,4,kotlin dsl,4,4,['kotlin dsl']
context management,7,context manager,8,15,"['context management', 'context manager']"
spec compatibility,2,spec compatibility,2,2,['spec compatibility']
service connections,2,service connections,2,4,"['service connections', 'service connection']"
remote restart,3,remote restart,3,3,['remote restart']
code of conduct,7,code of conduct,7,7,['code of conduct']
byte buddy,28,byte buddy,28,28,['byte buddy']
management server,3,management server,3,3,['management server']
configuration cache,5,configuration cache,5,5,['configuration cache']
test strategy,2,test strategy,2,2,['test strategy']
xml ws,4,xml ws,4,4,['xml ws']
application startup,5,application startup,5,5,['application startup']
spring init,3,spring init,3,3,['spring init']
spring boot docker,2,spring boot docker,2,2,['spring boot docker']
data redis,2,data redis,2,2,['data redis']
data,5,data,5,5,['data']
post processor,2,post processor,2,2,['post processor']
web testing,2,web testing,2,2,['web testing']
camel,3,camel,3,3,['camel']
main class,4,main class,4,4,['main class']
executable jar,3,executable jar,3,3,['executable jar']
java compiler,4,java compiler,4,4,['java compiler']
third party library,91,third party library,91,93,"['third party library', 'third party libraries']"
podman,4,podman,4,4,['podman']
cloud foundry,4,cloud foundry,4,4,['cloud foundry']
application name,2,application name,2,2,['application name']
connection pooling,4,connection pooling,4,6,"['connection pooling', 'connection pool']"
ci improvement,3,ci improvement,3,3,['ci improvement']
domain/build,4,domain/build,4,4,['domain/build']
automation testing,2,automation testing,2,2,['automation testing']
querydsl,3,querydsl,3,3,['querydsl']
message queue,5,message queue,5,5,['message queue']
workaround,6,workaround,6,6,['workaround']
orm,16,orm,16,16,['orm']
ansi element,2,ansi element,2,2,['ansi element']
github api,3,github api,3,3,['github api']
spring boot tools,4,spring boot tools,4,4,['spring boot tools']
jcache,3,jcache,3,3,['jcache']
dynamic property sources,2,dynamic property sources,2,2,['dynamic property sources']
propagation,3,propagation,3,3,['propagation']
http error,4,http error,4,4,['http error']
bug fix,18,bug fix,18,29,"['bug fix', 'bugfix']"
manifest,6,manifest,6,6,['manifest']
liquibase,3,liquibase,3,3,['liquibase']
cat,3,cat,3,3,['cat']
jwt,2,jwt,2,2,['jwt']
it test,2,it test,2,2,['it test']
ec2,15,ec2,15,15,['ec2']
repositories,8,repositories,8,8,['repositories']
geospatial,2,geospatial,2,2,['geospatial']
lookup,5,lookup,5,5,['lookup']
lookup join,4,lookup join,4,4,['lookup join']
rescore,3,rescore,3,3,['rescore']
fleet,3,fleet,3,3,['fleet']
feature migration,2,feature migration,2,2,['feature migration']
inference engine,2,inference engine,2,2,['inference engine']
es,2,es,2,2,['es']
ingest pipeline,2,ingest pipeline,2,2,['ingest pipeline']
snapshot restore,3,snapshot restore,3,5,"['snapshot restore', 'snapshot recovery']"
synthetic source,5,synthetic source,5,5,['synthetic source']
restoration,3,restoration,3,3,['restoration']
cross cluster search,4,cross cluster search,4,4,['cross cluster search']
cross cluster,8,cross cluster,8,8,['cross cluster']
outofmemoryerror,2,outofmemoryerror,2,2,['outofmemoryerror']
index mode,3,index mode,3,3,['index mode']
planning,2,planning,2,2,['planning']
xcontent,3,xcontent,3,3,['xcontent']
tdigest,3,tdigest,3,3,['tdigest']
change point,2,change point,2,2,['change point']
hdfs,2,hdfs,2,2,['hdfs']
coordination,2,coordination,2,2,['coordination']
heap attack,3,heap attack,3,3,['heap attack']
multi node,12,multi node,12,12,['multi node']
geoip,3,geoip,3,3,['geoip']
query dsl,6,query dsl,6,6,['query dsl']
master node,2,master node,2,2,['master node']
ci build,3,ci build,3,3,['ci build']
script error,3,script error,3,3,['script error']
index settings,3,index settings,3,3,['index settings']
index management,35,index management,35,37,"['index management', 'index usage']"
transform plugin,2,transform plugin,2,2,['transform plugin']
fs directory,2,fs directory,2,2,['fs directory']
csv,5,csv,5,5,['csv']
response format,2,response format,2,2,['response format']
ergonomics,4,ergonomics,4,4,['ergonomics']
component template,3,component template,3,3,['component template']
translog,2,translog,2,2,['translog']
cpu usage,8,cpu usage,8,8,['cpu usage']
nested fields,3,nested fields,3,3,['nested fields']
bool query,2,bool query,2,2,['bool query']
circuit breaker,3,circuit breaker,3,3,['circuit breaker']
query validation,2,query validation,2,2,['query validation']
frozen tier,3,frozen tier,3,3,['frozen tier']
request stats,2,request stats,2,2,['request stats']
query parser,2,query parser,2,2,['query parser']
delimiter,3,delimiter,3,3,['delimiter']
multi line,2,multi line,2,2,['multi line']
search syntax,2,search syntax,2,2,['search syntax']
fzf options,2,fzf options,2,2,['fzf options']
fzf integration,2,fzf integration,2,2,['fzf integration']
fzf cli,2,fzf cli,2,2,['fzf cli']
nvim,2,nvim,2,2,['nvim']
ripgrep,2,ripgrep,2,2,['ripgrep']
fzf,32,fzf,32,32,['fzf']
replacement,2,replace,2,4,"['replace', 'replacement']"
rendering issue,14,rendering issue,14,16,"['rendering issue', 'rendering issues']"
ipfs,3,ipfs,3,3,['ipfs']
package registry,2,package registry,2,2,['package registry']
kms,2,kms,2,2,['kms']
purity,3,purity,3,3,['purity']
type propagation,2,type propagation,2,2,['type propagation']
mutability,2,mutability,2,2,['mutability']
fallback,3,fallback,3,3,['fallback']
contract analysis,2,contract analysis,2,2,['contract analysis']
function inlining,2,function inlining,2,2,['function inlining']
configurable,5,configurable,5,5,['configurable']
rust compiler,24,rust language,25,74,"['rust compiler', 'rust language', 'rust lang', 'rustc compiler', 'rustcompiler']"
formdata,2,form data,4,6,"['formdata', 'form data']"
reactor netty,9,reactor netty,9,9,['reactor netty']
hibernate validator,4,hibernate validator,4,4,['hibernate validator']
runtime hints,5,runtime hints,5,5,['runtime hints']
ioexception,2,io error,4,10,"['ioexception', 'io error', 'io exception']"
ide support,5,ide support,5,5,['ide support']
bean override,11,bean override,11,14,"['bean override', 'bean overriding']"
request parameter,3,request parameter,3,3,['request parameter']
listener,6,listener,6,6,['listener']
media types,2,media type,4,6,"['media types', 'media type']"
load time weaving,4,load time weaving,4,4,['load time weaving']
wildfly,2,wildfly,2,2,['wildfly']
community,14,community,14,14,['community']
rfc3986,2,rfc3986,2,4,"['rfc3986', 'rfc7807']"
java api,2,java api,2,2,['java api']
spring data jdbc,3,spring data jdbc,3,3,['spring data jdbc']
jakarta activation,2,jakarta activation,2,2,['jakarta activation']
checkstyle,5,checkstyle,5,5,['checkstyle']
jsr 330,2,jsr 330,2,2,['jsr 330']
varargs,7,varargs,7,7,['varargs']
response handling,3,response handling,3,3,['response handling']
request,17,request,17,17,['request']
spring coroutines,2,spring coroutines,2,2,['spring coroutines']
code size,3,code size,3,3,['code size']
kotlin serialization,2,kotlin serialization,2,2,['kotlin serialization']
support request,3,support request,3,3,['support request']
nohttp,2,nohttp,2,2,['nohttp']
client request factory,2,client request factory,2,2,['client request factory']
test annotation,2,test annotation,2,2,['test annotation']
bean validation,8,bean validation,8,8,['bean validation']
spring cloud stream,2,spring cloud stream,2,2,['spring cloud stream']
expression language,35,expression language,35,35,['expression language']
beanutils,2,beanutils,2,2,['beanutils']
flux,5,flux,5,5,['flux']
mockmvc,11,mockmvc,11,11,['mockmvc']
accessor,5,accessor,5,5,['accessor']
jpms,2,jpms,2,2,['jpms']
subscription,5,subscription,5,5,['subscription']
spi,9,spi,9,9,['spi']
spring websocket,3,spring websocket,3,3,['spring websocket']
representation,4,representation,4,4,['representation']
assertj,11,assertj,11,11,['assertj']
ioc,2,ioc,2,2,['ioc']
rsocket,3,rsocket,3,3,['rsocket']
null pointer,15,null pointer exception,29,61,"['null pointer exception', 'null pointer', 'null pointer access', 'null pointer dereference']"
expression parser,4,expression parser,4,4,['expression parser']
exception message,2,exception message,2,2,['exception message']
suspend,2,suspend,2,2,['suspend']
severity:minor,2,severity:minor,2,2,['severity:minor']
inheritance,8,inheritance,8,8,['inheritance']
setter injection,2,setter injection,2,2,['setter injection']
cron expression,2,cron expression,2,2,['cron expression']
quartz,2,quartz,2,2,['quartz']
jsonpath,2,json path,4,6,"['jsonpath', 'json path']"
spring tx,3,spring tx,3,3,['spring tx']
predicate,5,predicate,5,5,['predicate']
instruction set,11,instruction set,11,11,['instruction set']
vfp,2,vfp,2,2,['vfp']
listing,2,listing,2,2,['listing']
ida exporter,2,ida exporter,2,2,['ida exporter']
listing panel,2,listing panel,2,2,['listing panel']
code browser,3,code browser,3,3,['code browser']
run configuration,2,run configuration,2,2,['run configuration']
c cpp,10,c cpp,10,10,['c cpp']
input validation,9,input validation,9,13,"['input validation', 'form validation']"
ui feature,2,ui feature,2,2,['ui feature']
stack editor,2,stack editor,2,2,['stack editor']
keyerror,5,keyerror,5,5,['keyerror']
m68k,2,m68k,2,2,['m68k']
symbol resolution,12,symbol resolution,12,12,['symbol resolution']
gdt,2,gdt,2,2,['gdt']
ppc,2,ppc,2,2,['ppc']
function analysis,3,function analysis,3,3,['function analysis']
switch case,4,switch case,4,4,['switch case']
listing view,2,listing view,2,2,['listing view']
file import,2,file import,2,2,['file import']
analysis issue,4,analysis issue,4,4,['analysis issue']
import table,4,import table,4,4,['import table']
readability,12,readability,12,12,['readability']
api access,2,api access,2,2,['api access']
instruction,2,instruction,2,2,['instruction']
address space,3,address space,3,3,['address space']
ghidra core,5,ghidra core,5,5,['ghidra core']
program tree,3,program tree,3,3,['program tree']
memory mapping,3,memory mapping,3,3,['memory mapping']
coff,3,coff,3,3,['coff']
domain file,2,domain file,2,2,['domain file']
application layout,2,application layout,2,2,['application layout']
symbol server,2,symbol server,2,2,['symbol server']
symbol table,4,symbol table,4,4,['symbol table']
os request,2,os request,2,2,['os request']
xref,2,xref,2,2,['xref']
trash,2,trash,2,2,['trash']
onenote,2,onenote,2,2,['onenote']
note,6,note,6,6,['note']
duplicate,2,duplicate,2,2,['duplicate']
beta,2,beta,2,2,['beta']
list formatting,2,list formatting,2,2,['list formatting']
mobile app,4,mobile app,4,4,['mobile app']
tesseract,2,tesseract,2,2,['tesseract']
attachments,3,attachment,6,9,"['attachments', 'attachment']"
playwright,2,playwright,2,2,['playwright']
new note,2,new note,2,2,['new note']
web clipper,2,web clipper,2,2,['web clipper']
html rendering,13,html rendering,13,13,['html rendering']
rte,3,rte,3,3,['rte']
codemirror,2,codemirror,2,2,['codemirror']
enex,4,enex,4,4,['enex']
pr,6,pr,6,6,['pr']
protection,2,protection,2,2,['protection']
feishu,2,feishu,2,2,['feishu']
issue tracking,4,issue tracking,4,4,['issue tracking']
status check,2,status check,2,2,['status check']
flags,2,flags,2,2,['flags']
labels,11,labels,11,13,"['labels', 'labeling']"
jobs,2,jobs,2,2,['jobs']
matrix,6,matrix,6,6,['matrix']
issue comment,3,issue comment,3,3,['issue comment']
activity,3,activity,3,3,['activity']
automerge,3,automerge,3,3,['automerge']
certificate,8,certificates,9,17,"['certificate', 'certificates']"
renewal,2,renewal,2,2,['renewal']
minio,4,minio,4,4,['minio']
rpm,2,rpm,2,2,['rpm']
branch protection,4,branch protection,4,4,['branch protection']
webauthn,4,webauthn,4,4,['webauthn']
merge request,3,merge request,3,3,['merge request']
large file,2,large file,2,4,"['large file', 'large files']"
pre receive hook,2,pre receive hook,2,2,['pre receive hook']
checkout,2,checkout,2,2,['checkout']
orgmode,2,orgmode,2,2,['orgmode']
login,7,login,7,7,['login']
onedrive,2,onedrive,2,2,['onedrive']
terabox,4,terabox,4,4,['terabox']
acceleration,5,acceleration,5,5,['acceleration']
file access,6,file access,6,6,['file access']
browser compatibility,10,browser compatibility,10,10,['browser compatibility']
api integration,2,api integration,2,2,['api integration']
login issue,5,login issue,5,5,['login issue']
announcement,2,announcement,2,2,['announcement']
video,4,video,4,4,['video']
symbolic links,5,symbolic links,5,8,"['symbolic links', 'symbolic link']"
offline download,2,offline download,2,2,['offline download']
cdn,5,cdn,5,5,['cdn']
ccall,2,ccall,2,2,['ccall']
makefile,4,makefile,4,4,['makefile']
typesystem,11,typesystem,11,11,['typesystem']
math function,5,math function,5,9,"['math functions', 'math function', 'mathematical function']"
circular references,5,circular references,5,5,['circular references']
automa,2,automa,2,2,['automa']
openblas,3,openblas,3,3,['openblas']
packageissue,2,packageissue,2,2,['packageissue']
julia language,3,julia language,3,3,['julia language']
type instability,3,type stability,4,7,"['type stability', 'type instability']"
external dependency,4,third party dependency,22,26,"['external dependency', 'third party dependency']"
matrix operations,2,matrix multiplication,4,6,"['matrix operations', 'matrix multiplication']"
package loading,2,package loading,2,2,['package loading']
tuple,2,tuple,2,2,['tuple']
uuids,2,uuids,2,4,"['uuids', 'uuid']"
ntuple,3,ntuple,3,3,['ntuple']
threads,7,threads,7,9,"['threads', 'thread']"
julia lang,3,julia lang,3,3,['julia lang']
subarray,2,subarray,2,2,['subarray']
self reference,3,self reference,3,3,['self reference']
subtyping,3,subtyping,3,3,['subtyping']
operator precedence,2,operator precedence,2,2,['operator precedence']
function overloading,2,function overloading,2,2,['function overloading']
build backend,4,build backend,4,4,['build backend']
uv index,2,uv index,2,2,['uv index']
dbt,3,dbt,3,3,['dbt']
uv project,2,uv project,2,2,['uv project']
find links,2,find links,2,2,['find links']
wheel selection,3,wheel selection,3,3,['wheel selection']
extras,3,extras,3,3,['extras']
pypy,3,pypy,3,3,['pypy']
command execution,19,command execution,19,19,['command execution']
aws lambda,2,aws lambda,2,2,['aws lambda']
project setup,4,project configuration,6,10,"['project setup', 'project configuration']"
http request,5,http request,5,5,['http request']
gitlab,2,gitlab,2,2,['gitlab']
install issue,5,installation issue,45,57,"['install issue', 'installation issue', 'installation failure']"
editable packages,2,editable packages,2,2,['editable packages']
tool interaction,2,tool interaction,2,2,['tool interaction']
pep508,2,pep508,2,2,['pep508']
python interpreter,8,python interpreter,8,8,['python interpreter']
transient errors,2,transient errors,2,2,['transient errors']
pip install,4,pip install,4,4,['pip install']
font awesome,2,font awesome,2,2,['font awesome']
version,5,version,5,5,['version']
branch resolution,2,branch resolution,2,2,['branch resolution']
conda,5,conda,5,5,['conda']
hash mismatch,2,hash mismatch,2,2,['hash mismatch']
entrypoint,3,entrypoint,3,5,"['entrypoint', 'entrypoints']"
dev dependencies,5,dev dependencies,5,5,['dev dependencies']
optional dependencies,3,optional dependencies,3,5,"['optional dependencies', 'optional dependency']"
parallel execution,4,parallel execution,4,4,['parallel execution']
project structure,6,project structure,6,6,['project structure']
libuv,2,libuv,2,2,['libuv']
python project,2,python project,2,2,['python project']
monorepo,8,monorepo,8,8,['monorepo']
build isolation,2,build isolation,2,2,['build isolation']
mirrors,2,mirrors,2,2,['mirrors']
config parsing,2,config parsing,2,4,"['config parsing', 'configuration parsing']"
verbose mode,4,verbose mode,4,4,['verbose mode']
experimental feature,28,experimental feature,28,30,"['experimental feature', 'experimental features']"
preferences,6,preferences,6,6,['preferences']
forking,5,forking,5,5,['forking']
logic error,2,logic error,2,4,"['logic error', 'logical error']"
portability,20,portability,20,20,['portability']
binary,9,binary,9,9,['binary']
missing,4,missing,4,4,['missing']
index url,3,index url,3,3,['index url']
python interaction,2,python interaction,2,2,['python interaction']
package dependency,2,package dependency,2,2,['package dependency']
url resolution,4,url resolution,4,6,"['url resolution', 'uri resolution']"
data table,2,data table,2,2,['data table']
shadow dom,4,shadow dom,4,4,['shadow dom']
data loss,10,data loss,10,10,['data loss']
v radio,2,v radio,2,2,['v radio']
v date input,3,v date input,3,3,['v date input']
slider,2,slider,2,2,['slider']
ref,3,ref,3,3,['ref']
progress,5,progress,5,5,['progress']
dropdown,4,dropdown,4,6,"['dropdown', 'dropdown menu']"
combobox,3,combobox,3,3,['combobox']
v model,2,v model,2,2,['v model']
type: documentation,10,type: documentation,10,12,"['type: documentation', 'type:documentation']"
datatable,7,datatable,7,7,['datatable']
adapter,6,adapter,6,6,['adapter']
v dialog,2,v dialog,2,2,['v dialog']
trampoline,3,trampoline,3,3,['trampoline']
proc open,3,proc open,3,3,['proc open']
iconv,2,iconv,2,2,['iconv']
variant,2,variant,2,2,['variant']
snmp,3,snmp,3,3,['snmp']
magic methods,2,magic methods,2,2,['magic methods']
ini,2,ini,2,2,['ini']
mysqlnd,2,mysqlnd,2,2,['mysqlnd']
mhash,2,mhash,2,2,['mhash']
type coercion,3,type coercion,3,3,['type coercion']
odbc,3,odbc,3,5,"['odbc', 'ojdbc']"
output buffering,3,output buffering,3,3,['output buffering']
shebang,2,shebang,2,2,['shebang']
spl heap,2,spl heap,2,2,['spl heap']
xpath,3,xpath,3,3,['xpath']
xmlreader,2,xmlreader,2,2,['xmlreader']
observer,5,observer,5,5,['observer']
function error,2,function error,2,2,['function error']
hash table,4,hash table,4,4,['hash table']
date functions,2,date functions,2,2,['date functions']
endianness,3,endianness,3,3,['endianness']
c++ compatibility,3,c++ compatibility,3,3,['c++ compatibility']
severity critical,3,severity critical,3,5,"['severity critical', 'severity/critical']"
engine,4,engine,4,4,['engine']
property hooks,4,property hooks,4,4,['property hooks']
excimer,2,excimer,2,2,['excimer']
header checks,2,header checks,2,2,['header checks']
file cache,3,file cache,3,3,['file cache']
readonly class,2,readonly class,2,2,['readonly class']
stream wrapper,5,stream wrapper,5,9,"['stream wrappers', 'stream wrapper', 'custom stream wrapper']"
pear,2,pear,2,2,['pear']
domdocument,3,domdocument,3,3,['domdocument']
xinclude,3,xinclude,3,3,['xinclude']
dtrace,2,dtrace,2,2,['dtrace']
method visibility,3,method visibility,3,3,['method visibility']
access,3,access,3,3,['access']
documentation bug,6,documentation issue,30,36,"['documentation bug', 'documentation issue']"
sapi,3,sapi,3,3,['sapi']
interactive shell,6,interactive shell,6,6,['interactive shell']
heredoc,3,heredoc,3,3,['heredoc']
status,3,status,3,3,['status']
fuzzer,2,fuzzer,2,2,['fuzzer']
iteration,10,iteration,10,10,['iteration']
observer api,3,observer api,3,3,['observer api']
